gwas,specificity_id,annotation,beta,beta_se,pvalue
SCZ_PGC3_2020,mousebrain,HBINH6,2.1055997100599998e-08,8.18698362388e-09,0.00505729433953
SCZ_PGC3_2020,mousebrain,OBINH4,1.97662328373e-08,7.70625306532e-09,0.00515938118669
SCZ_PGC3_2020,mousebrain,OBINH3,2.11160200339e-08,8.43940257471e-09,0.00617338450806
SCZ_PGC3_2020,mousebrain,DECHO1,1.6171655999700002e-08,6.493751450399999e-09,0.00638102777457
SCZ_PGC3_2020,mousebrain,TEINH3,2.21462807602e-08,8.972304416069999e-09,0.00678794762989
SCZ_PGC3_2020,mousebrain,CBINH1,1.92960092623e-08,7.83228098191e-09,0.0068764917380600005
SCZ_PGC3_2020,mousebrain,TEINH10,1.82199457928e-08,7.39685429725e-09,0.006885116870510001
SCZ_PGC3_2020,mousebrain,TECHO,1.79183885225e-08,7.384216941670001e-09,0.0076209578998900004
SCZ_PGC3_2020,mousebrain,HYPEP6,2.03656106229e-08,8.46855849283e-09,0.00808955848911
SCZ_PGC3_2020,mousebrain,OBINH2,1.7936910406299998e-08,7.56093744086e-09,0.00883855365758
SCZ_PGC3_2020,mousebrain,HBGLU10,1.69757989842e-08,7.20297437642e-09,0.00921717511948
SCZ_PGC3_2020,mousebrain,HBSER1,1.82250837922e-08,7.73401483417e-09,0.00922442612444
SCZ_PGC3_2020,mousebrain,TEINH7,2.54076621693e-08,1.08189002711e-08,0.00942582800852
SCZ_PGC3_2020,mousebrain,MEGLU3,1.97860803775e-08,8.52917587566e-09,0.0101755380471
SCZ_PGC3_2020,mousebrain,SCINH2,2.55951230325e-08,1.10492806196e-08,0.0102668139062
SCZ_PGC3_2020,mousebrain,ENT9,1.98909504089e-08,8.610678724200001e-09,0.010443168736899999
SCZ_PGC3_2020,mousebrain,CBNBL2,2.35158238387e-08,1.01917063484e-08,0.0105176849052
SCZ_PGC3_2020,mousebrain,MEGLU14,2.1683976295599996e-08,9.398246799700002e-09,0.010520824872000002
SCZ_PGC3_2020,mousebrain,TEINH21,1.60726226977e-08,7.12031732019e-09,0.011994972829400001
SCZ_PGC3_2020,mousebrain,DEINH4,2.03981048155e-08,9.07037774194e-09,0.0122603685706
SCZ_PGC3_2020,mousebrain,MEGLU5,1.5720539162600002e-08,7.033074316220001e-09,0.012701124317999999
SCZ_PGC3_2020,mousebrain,MEINH1,2.1925915633099996e-08,9.81132319202e-09,0.012716678395799999
SCZ_PGC3_2020,mousebrain,OBDOP2,1.9806134244e-08,9.04004017424e-09,0.0142282729764
SCZ_PGC3_2020,mousebrain,MEGLU11,1.8021319996799998e-08,8.54586999912e-09,0.0174819886487
SCZ_PGC3_2020,mousebrain,MEINH10,1.4543796572400001e-08,6.898804898970001e-09,0.017508500536099997
SCZ_PGC3_2020,mousebrain,HBSER3,1.62206020178e-08,7.929794239599999e-09,0.0204015035835
SCZ_PGC3_2020,mousebrain,OBNBL2,1.6371726217100002e-08,8.032211150509999e-09,0.0207620217264
SCZ_PGC3_2020,mousebrain,ENT5,1.60732328616e-08,8.14481672645e-09,0.024223245996
SCZ_PGC3_2020,mousebrain,SEPNBL,1.9277039219099998e-08,9.953755838770001e-09,0.026393468791299998
SCZ_PGC3_2020,mousebrain,MEINH6,2.07973685379e-08,1.0819997457700001e-08,0.027295126413699997
SCZ_PGC3_2020,mousebrain,SCINH10,1.7590849386099998e-08,9.689797582310001e-09,0.034731303010699995
SCZ_PGC3_2020,mousebrain,SCINH1,2.0831854105e-08,1.16720629188e-08,0.037149966517800004
SCZ_PGC3_2020,mousebrain,HBNOR,1.58625628265e-08,9.20710732381e-09,0.0424568646975
SCZ_PGC3_2020,mousebrain,MBDOP2,1.38517644204e-08,8.1535054256e-09,0.0446716247067
SCZ_PGC3_2020,mousebrain,SCINH3,1.71724669832e-08,1.0145999988e-08,0.04527194157930001
SCZ_PGC3_2020,mousebrain,SCINH6,1.4400992098299998e-08,8.75964101965e-09,0.050086423871499995
SCZ_PGC3_2020,mousebrain,HBINH3,1.4058426367899999e-08,8.5864692021e-09,0.0507863285843
SCZ_PGC3_2020,mousebrain,DGNBL2,1.19185428111e-08,7.36090607775e-09,0.0527055716675
SCZ_PGC3_2020,mousebrain,ENT8,1.3399104486700001e-08,8.34248280414e-09,0.0541227724692
SCZ_PGC3_2020,mousebrain,HYPEP3,1.4301282215399998e-08,8.95626590273e-09,0.0551561834064
SCZ_PGC3_2020,mousebrain,CBGRC,1.2981219971200001e-08,8.26991229454e-09,0.05824332406669999
SCZ_PGC3_2020,mousebrain,SCINH8,1.39833594611e-08,8.92412507811e-09,0.058567096961300004
SCZ_PGC3_2020,mousebrain,HBGLU1,1.23942757612e-08,8.00134871585e-09,0.0606880570043
SCZ_PGC3_2020,mousebrain,PSNF1,1.26181549222e-08,8.18846808444e-09,0.0616624709321
SCZ_PGC3_2020,mousebrain,NFOL2,9.36565517425e-09,6.21318131308e-09,0.0658560241725
SCZ_PGC3_2020,mousebrain,SCINH7,1.50578332139e-08,9.99712204376e-09,0.0660057635303
SCZ_PGC3_2020,mousebrain,OBNBL4,1.56075941599e-08,1.0382221594299999e-08,0.0663808446419
SCZ_PGC3_2020,mousebrain,MEGLU9,1.1419057705299999e-08,7.829491962710001e-09,0.0723558962847
SCZ_PGC3_2020,mousebrain,MEINH13,1.33433577895e-08,9.28131665604e-09,0.07526557841789999
SCZ_PGC3_2020,mousebrain,MEGLU2,1.02497975602e-08,7.174541904449999e-09,0.0765546669268
SCZ_PGC3_2020,mousebrain,HBGLU4,1.11447635279e-08,8.02027701816e-09,0.0823292303646
SCZ_PGC3_2020,mousebrain,COP2,9.39125190864e-09,6.80832550185e-09,0.0838891760527
SCZ_PGC3_2020,mousebrain,DGNBL1,1.2857055585e-08,9.361560541830001e-09,0.08481586793819999
SCZ_PGC3_2020,mousebrain,OBNBL1,9.899768309890001e-09,7.454257106409999e-09,0.0920776449679
SCZ_PGC3_2020,mousebrain,MFOL2,8.92698748407e-09,6.73279660851e-09,0.0924370890181
SCZ_PGC3_2020,mousebrain,DECHO2,1.0696030763099999e-08,8.399016857889999e-09,0.101422810643
SCZ_PGC3_2020,mousebrain,HBADR,9.90142409879e-09,8.12157271954e-09,0.11139342900999999
SCZ_PGC3_2020,mousebrain,OBINH5,1.3331800814799999e-08,1.1062610422499999e-08,0.114078005999
SCZ_PGC3_2020,mousebrain,MEINH9,9.57192472096e-09,8.02323581672e-09,0.116429698112
SCZ_PGC3_2020,mousebrain,MFOL1,6.629137397420001e-09,5.67416092402e-09,0.121342347961
SCZ_PGC3_2020,mousebrain,DETPH,1.3715645848700002e-08,1.23758667653e-08,0.133875335114
SCZ_PGC3_2020,mousebrain,MEINH8,1.11047004035e-08,1.0046453660200001e-08,0.134507152253
SCZ_PGC3_2020,mousebrain,PSPEP4,7.915157285009999e-09,7.17091080846e-09,0.134842798218
SCZ_PGC3_2020,mousebrain,MEINH7,9.60141192208e-09,8.90146969575e-09,0.140375858474
SCZ_PGC3_2020,mousebrain,MSN6,9.25042552e-09,8.646563647299998e-09,0.14234603494200002
SCZ_PGC3_2020,mousebrain,SCGLU7,1.03764122366e-08,1.0095356169700002e-08,0.15201251702500002
SCZ_PGC3_2020,mousebrain,DEINH7,1.19296315491e-08,1.18298627347e-08,0.15662316486800001
SCZ_PGC3_2020,mousebrain,MEGLU10,8.013023922149999e-09,7.9909235255e-09,0.157986963962
SCZ_PGC3_2020,mousebrain,HYPEP5,8.17150918173e-09,8.25660272747e-09,0.161161883836
SCZ_PGC3_2020,mousebrain,MOL1,7.16009265419e-09,7.370624107619999e-09,0.16566550131
SCZ_PGC3_2020,mousebrain,PSPEP3,7.52993069925e-09,7.91644509578e-09,0.170757580064
SCZ_PGC3_2020,mousebrain,OBNBL3,7.80050916822e-09,8.46098433934e-09,0.17828026746800002
SCZ_PGC3_2020,mousebrain,HYPEP2,8.8707843085e-09,9.724559155410001e-09,0.180830600364
SCZ_PGC3_2020,mousebrain,HYPEP4,7.65303015538e-09,9.07117260361e-09,0.19942833636399998
SCZ_PGC3_2020,mousebrain,PSNF3,6.4946675257100005e-09,8.066811711849999e-09,0.210378219127
SCZ_PGC3_2020,mousebrain,SCINH4,6.96656968221e-09,8.91006313679e-09,0.21714355533500002
SCZ_PGC3_2020,mousebrain,SCGLU3,6.21028662499e-09,8.082494956769999e-09,0.22113590453600002
SCZ_PGC3_2020,mousebrain,MOL2,4.88089301815e-09,6.53631908775e-09,0.227612010037
SCZ_PGC3_2020,mousebrain,CBPC,6.3685202352200004e-09,8.824778229940001e-09,0.23525069779899999
SCZ_PGC3_2020,mousebrain,SCGLU8,6.37027890773e-09,9.31809451855e-09,0.24709933576499998
SCZ_PGC3_2020,mousebrain,SZNBL,5.53178297684e-09,8.97514953333e-09,0.26883362691199997
SCZ_PGC3_2020,mousebrain,PSNP4,4.6326477649800004e-09,8.220188646170001e-09,0.286523567768
SCZ_PGC3_2020,mousebrain,OBNBL5,5.05173221171e-09,9.056924428e-09,0.28849878471
SCZ_PGC3_2020,mousebrain,DEINH8,6.32382117889e-09,1.16067196411e-08,0.292931307077
SCZ_PGC3_2020,mousebrain,MEINH12,4.37027319473e-09,8.13900945498e-09,0.295649715212
SCZ_PGC3_2020,mousebrain,ENT1,5.46467691269e-09,1.0895777747600002e-08,0.307995291254
SCZ_PGC3_2020,mousebrain,SCINH9,3.42307005864e-09,8.28421963555e-09,0.339728695233
SCZ_PGC3_2020,mousebrain,HYPEP1,3.30514386062e-09,8.34813680598e-09,0.34608425290399997
SCZ_PGC3_2020,mousebrain,PSNP5,2.74892228216e-09,7.36600437354e-09,0.35450336204300004
SCZ_PGC3_2020,mousebrain,DEINH6,4.40713844846e-09,1.20698538769e-08,0.35750493586800003
SCZ_PGC3_2020,mousebrain,ENT6,3.02491776789e-09,8.36646943247e-09,0.358843240654
SCZ_PGC3_2020,mousebrain,ENT2,2.83350062856e-09,7.879568299320001e-09,0.359572768368
SCZ_PGC3_2020,mousebrain,COP1,2.67800727056e-09,7.56056507184e-09,0.36159177006099996
SCZ_PGC3_2020,mousebrain,NFOL1,2.15988880259e-09,6.23109878367e-09,0.36443446971
SCZ_PGC3_2020,mousebrain,MEINH5,2.67462901408e-09,8.21115087095e-09,0.372313822666
SCZ_PGC3_2020,mousebrain,HBINH1,3.33731619675e-09,1.04330282112e-08,0.37452968132799996
SCZ_PGC3_2020,mousebrain,OPC,2.20067707853e-09,6.90727496014e-09,0.375013868483
SCZ_PGC3_2020,mousebrain,PSPEP1,2.54420627086e-09,8.15119058213e-09,0.377472022174
SCZ_PGC3_2020,mousebrain,PSNP2,2.23835643825e-09,7.29584999709e-09,0.37949834358
SCZ_PGC3_2020,mousebrain,PSNP6,2.32021681906e-09,7.75648105795e-09,0.382419413326
SCZ_PGC3_2020,mousebrain,PSNP3,1.9754109079999997e-09,6.86589946926e-09,0.38678308667800004
SCZ_PGC3_2020,mousebrain,SCGLU2,2.44084122315e-09,9.66367575855e-09,0.400296793204
SCZ_PGC3_2020,mousebrain,SCGLU6,1.8757292386300003e-09,7.74943524551e-09,0.404371788239
SCZ_PGC3_2020,mousebrain,MEINH14,3.02789030677e-09,1.4187534944799998e-08,0.41550005939199997
SCZ_PGC3_2020,mousebrain,PSPEP2,1.1096504876599998e-09,7.29553717389e-09,0.439554070833
SCZ_PGC3_2020,mousebrain,PSNP1,6.75382195454e-10,6.3962597390900005e-09,0.457953759556
SCZ_PGC3_2020,mousebrain,SCGLU10,5.75102645345e-10,8.96546580494e-09,0.474426815158
SCZ_PGC3_2020,mousebrain,ENT3,3.77027326379e-10,7.503281473e-09,0.47996225117299995
SCZ_PGC3_2020,mousebrain,PSPEP5,2.93275633295e-10,1.01043923788e-08,0.488422497829
SCZ_PGC3_2020,mousebrain,ENT4,-2.04249523095e-10,7.2219975801e-09,0.5112812152699999
SCZ_PGC3_2020,mousebrain,ENT7,-2.74843646889e-10,9.13682056365e-09,0.511998727227
SCZ_PGC3_2020,mousebrain,RGDG,-3.31768028432e-10,9.424583427200001e-09,0.514040828832
SCZ_PGC3_2020,mousebrain,OBDOP1,-6.735911057939999e-10,7.92829086611e-09,0.533853580643
SCZ_PGC3_2020,mousebrain,MOL3,-6.22094733759e-10,6.5653446446099995e-09,0.537745012513
SCZ_PGC3_2020,mousebrain,HYPEP7,-1.8551868791299998e-09,1.0021176900799999e-08,0.573435149243
SCZ_PGC3_2020,mousebrain,SCGLU9,-2.43373375281e-09,9.180440281200001e-09,0.604533745813
SCZ_PGC3_2020,mousebrain,PSPEP6,-2.77114074693e-09,8.64738601716e-09,0.625690150678
SCZ_PGC3_2020,mousebrain,SCGLU4,-2.61393306042e-09,7.14538687097e-09,0.642750701225
SCZ_PGC3_2020,mousebrain,ACOB,-2.88826956384e-09,7.51741028557e-09,0.649588860536
SCZ_PGC3_2020,mousebrain,HYPEP8,-3.7303460557700005e-09,9.01556176683e-09,0.6604777900209999
SCZ_PGC3_2020,mousebrain,SCGLU5,-3.6683229746299998e-09,7.831976450409999e-09,0.680242737365
SCZ_PGC3_2020,mousebrain,ACNT2,-4.4339354878799994e-09,7.76737463354e-09,0.715946267996
SCZ_PGC3_2020,mousebrain,SCGLU1,-6.39587678887e-09,1.0884775085e-08,0.7215990686210001
SCZ_PGC3_2020,mousebrain,SYNOR3,-4.24081507641e-09,6.9533755543e-09,0.7290336550640001
SCZ_PGC3_2020,mousebrain,SYNOR2,-5.7194305757600005e-09,7.73211532052e-09,0.770258382276
SCZ_PGC3_2020,mousebrain,PSPEP7,-8.0603643052e-09,9.52389782628e-09,0.801315774676
SCZ_PGC3_2020,mousebrain,ACTE2,-6.889906174459999e-09,7.9541507354e-09,0.8068104704610001
SCZ_PGC3_2020,mousebrain,ACTE1,-8.34437651017e-09,8.41564227953e-09,0.83928700138
SCZ_PGC3_2020,mousebrain,MBDOP1,-7.741261104600001e-09,7.763632705869999e-09,0.8406464812000001
SCZ_PGC3_2020,mousebrain,RGSZ,-8.43865315369e-09,7.83543399851e-09,0.859256752234
SCZ_PGC3_2020,mousebrain,SYCHO1,-9.565685919130001e-09,8.81969829881e-09,0.860946582046
SCZ_PGC3_2020,mousebrain,SYNOR4,-8.847668728360001e-09,7.74367778386e-09,0.873390740571
SCZ_PGC3_2020,mousebrain,ACNT1,-8.736449394130001e-09,7.633345456209999e-09,0.8737941528319999
SCZ_PGC3_2020,mousebrain,CR,-9.49780948743e-09,8.11934233609e-09,0.8789543805009999
SCZ_PGC3_2020,mousebrain,PSPEP8,-1.0663420716299999e-08,8.883083975239999e-09,0.885011628138
SCZ_PGC3_2020,mousebrain,PSNF2,-9.946809970669999e-09,8.10330608195e-09,0.890182679771
SCZ_PGC3_2020,mousebrain,ACBG,-9.01715487656e-09,7.205178866169999e-09,0.894620743054
SCZ_PGC3_2020,mousebrain,SYCHO2,-9.73106681155e-09,7.40829624527e-09,0.9054988688510001
SCZ_PGC3_2020,mousebrain,SYNOR5,-1.10980039966e-08,8.373672792e-09,0.90747159785
SCZ_PGC3_2020,mousebrain,SYNOR1,-1.0801527719600001e-08,8.14682658725e-09,0.9075564792540001
SCZ_PGC3_2020,mousebrain,SCINH11,-1.53238336215e-08,9.35211045393e-09,0.949345747459
SCZ_PGC3_2020,mousebrain,ACMB,-1.27860989672e-08,7.3829133663000005e-09,0.958349868934
SCZ_PGC3_2020,mousebrain,OEC,-1.5562504378999998e-08,6.725135832430001e-09,0.989668341233
SCZ_PGC3_2020,mousebrain,MGL2,-1.8658867962400002e-08,7.94867609829e-09,0.9905479914899998
SCZ_PGC3_2020,mousebrain,SATG1,-2.13648145512e-08,9.09964485256e-09,0.9905595324700001
SCZ_PGC3_2020,mousebrain,EPMB,-1.8374563143900003e-08,7.21354813322e-09,0.9945709012970001
SCZ_PGC3_2020,mousebrain,MGL3,-2.0307469550799997e-08,7.509348497499999e-09,0.996577492476
SCZ_PGC3_2020,mousebrain,ENTG1,-1.82647889551e-08,6.71369837491e-09,0.996741089718
SCZ_PGC3_2020,mousebrain,MGL1,-2.1609939364400003e-08,7.79756662181e-09,0.9972089490200001
SCZ_PGC3_2020,mousebrain,SCHW,-2.19830285556e-08,7.88944924602e-09,0.9973350085930001
SCZ_PGC3_2020,mousebrain,HYPEN,-1.6759890457799997e-08,5.95797286936e-09,0.997546061899
SCZ_PGC3_2020,mousebrain,ENMFB,-2.47678474278e-08,7.9824992489e-09,0.999041402348
SCZ_PGC3_2020,mousebrain,EPEN,-1.61574076824e-08,5.050311227880001e-09,0.9993111662399999
SCZ_PGC3_2020,mousebrain,ENTG2,-2.1090186001e-08,6.52293738229e-09,0.9993880147030001
SCZ_PGC3_2020,mousebrain,PER3,-2.5973800855500002e-08,7.93571616053e-09,0.999467985493
SCZ_PGC3_2020,mousebrain,PVM2,-2.38737807091e-08,7.280110931199999e-09,0.999479703883
SCZ_PGC3_2020,mousebrain,PVM1,-2.50285298487e-08,7.3817498876699995e-09,0.9996512955689999
SCZ_PGC3_2020,mousebrain,EPSC,-1.93415625742e-08,5.59056117046e-09,0.99972959294
SCZ_PGC3_2020,mousebrain,ENTG6,-2.21863120276e-08,6.28610189153e-09,0.9997917664899999
SCZ_PGC3_2020,mousebrain,ENTG3,-2.1783076559400002e-08,6.07521067666e-09,0.999831826857
SCZ_PGC3_2020,mousebrain,VECC,-2.48603089448e-08,6.7718693679499995e-09,0.9998792525200001
SCZ_PGC3_2020,mousebrain,VECV,-2.4749896292900003e-08,6.7272036550500005e-09,0.999882959935
SCZ_PGC3_2020,mousebrain,ENTG5,-2.34983920374e-08,6.28102555986e-09,0.99990841766
SCZ_PGC3_2020,mousebrain,ENTG4,-2.25438887966e-08,5.98643928565e-09,0.999917000319
SCZ_PGC3_2020,mousebrain,CHOR,-2.1214834391299997e-08,5.43251376991e-09,0.9999529184299999
SCZ_PGC3_2020,mousebrain,SATG2,-2.7015820924900002e-08,6.69971530657e-09,0.999972392997
SCZ_PGC3_2020,mousebrain,PER1,-2.91750235397e-08,6.58187583439e-09,0.999995345484
SCZ_PGC3_2020,mousebrain,PER2,-3.06726187208e-08,6.8982198335099995e-09,0.9999956350370001
SCZ_PGC3_2020,mousebrain,ENTG7,-2.7124368035799996e-08,5.88999348814e-09,0.9999979392649999
SCZ_PGC3_2020,mousebrain,VSMCA,-3.1141494931e-08,6.683765589239999e-09,0.9999984133670001
SCZ_PGC3_2020,mousebrain,VLMC1,-3.43534283144e-08,7.05445744939e-09,0.999999441296
SCZ_PGC3_2020,mousebrain,ABC,-2.9288998404299997e-08,5.8582430578000005e-09,0.9999997127850001
SCZ_PGC3_2020,mousebrain,VLMC2,-3.47046282775e-08,6.56752856151e-09,0.9999999368979999
SCZ_PGC3_2020,mousebrain,VECA,-3.7669794757199994e-08,7.06459491939e-09,0.9999999514839999
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.neuron,4.91144748404e-08,6.18941564617e-09,1.05047583723e-15
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.oligodendrocyte_precursor_cell,3.26617681108e-08,6.2325471282499995e-09,8.006374162130001e-08
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_A_cell,2.36846812051e-08,6.010631472689999e-09,4.06619570511e-05
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.oligodendrocyte,2.1179614282099996e-08,6.6160317911e-09,0.0006841485232619999
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.astrocyte,2.03829295021e-08,6.38195881764e-09,0.0007019793758670001
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_PP_cell,2.04226979553e-08,6.71391768954e-09,0.0011756641121800002
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_D_cell,1.8810310725799997e-08,6.5489696165500004e-09,0.00203776979273
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.Bergmann_glial_cell,1.8243349693599998e-08,6.4848763112599995e-09,0.00245244410669
SCZ_PGC3_2020,tabula_muris,Pancreas.type_B_pancreatic_cell,1.69592620016e-08,6.47216067742e-09,0.0043921059977799996
SCZ_PGC3_2020,tabula_muris,Heart.cardiac_muscle_cell,1.54922301411e-08,8.85575067256e-09,0.040111146328199995
SCZ_PGC3_2020,tabula_muris,Marrow.macrophage,1.17635570093e-08,7.59282321396e-09,0.0606548731141
SCZ_PGC3_2020,tabula_muris,Brain_Non-Myeloid.brain_pericyte,1.03918093207e-08,9.893000201e-09,0.146762433108
SCZ_PGC3_2020,tabula_muris,Marrow.immature_B_cell,9.59268856772e-09,9.301792212639999e-09,0.151206372586
SCZ_PGC3_2020,tabula_muris,Marrow.naive_B_cell,1.26987888944e-08,1.24329078309e-08,0.153535971186
SCZ_PGC3_2020,tabula_muris,Large_Intestine.enteroendocrine_cell,7.0075809064999995e-09,7.45397025944e-09,0.173579574796
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.B_cell,1.20914692718e-08,1.29824356695e-08,0.17583074014000002
SCZ_PGC3_2020,tabula_muris,Marrow.late_pro-B_cell,6.56795964407e-09,7.64295771137e-09,0.195074302845
SCZ_PGC3_2020,tabula_muris,Heart.smooth_muscle_cell,6.10161924069e-09,9.61389819683e-09,0.262822969285
SCZ_PGC3_2020,tabula_muris,Fat.B_cell,8.062467028479999e-09,1.28976204842e-08,0.265948529715
SCZ_PGC3_2020,tabula_muris,Marrow.B_cell,8.48628194447e-09,1.3594210695299998e-08,0.26622939093000003
SCZ_PGC3_2020,tabula_muris,Marrow.pre-natural_killer_cell,6.31524705943e-09,1.09545534231e-08,0.282140269233
SCZ_PGC3_2020,tabula_muris,Lung.B_cell,7.170728885160001e-09,1.33408780343e-08,0.2954609628
SCZ_PGC3_2020,tabula_muris,Lung.leukocyte,7.893652401369999e-09,1.4894600828499999e-08,0.298067277887
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_ductal_cell,4.03398572927e-09,7.77477006722e-09,0.301930598037
SCZ_PGC3_2020,tabula_muris,Heart.leukocyte,3.75794809433e-09,9.156925604200001e-09,0.34075844271899997
SCZ_PGC3_2020,tabula_muris,Spleen.B_cell,4.46407675964e-09,1.1062376083299999e-08,0.343276653766
SCZ_PGC3_2020,tabula_muris,Marrow.common_lymphoid_progenitor,3.08268139518e-09,7.77263321954e-09,0.34582861397
SCZ_PGC3_2020,tabula_muris,Heart.myofibroblast_cell,3.34643843276e-09,8.864863034e-09,0.352903017047
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.skeletal_muscle_satellite_cell,2.6328940531e-09,7.73144245179e-09,0.36672355797399997
SCZ_PGC3_2020,tabula_muris,Marrow.hematopoietic_precursor_cell,2.18341037991e-09,7.60615130064e-09,0.387033763989
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.basal_cell,1.96258318374e-09,7.13372094464e-09,0.391614506787
SCZ_PGC3_2020,tabula_muris,Marrow.granulocytopoietic_cell,1.9264718853900002e-09,8.41229289104e-09,0.409431833492
SCZ_PGC3_2020,tabula_muris,Large_Intestine.Brush_cell_of_epithelium_proper_of_large_intestine,2.58122674316e-09,1.24977175714e-08,0.41818618137900004
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.endothelial_cell,2.3307958488e-09,1.13456124707e-08,0.41861579607199995
SCZ_PGC3_2020,tabula_muris,Kidney.leukocyte,2.2181470239100002e-09,1.29032161623e-08,0.43175550922300004
SCZ_PGC3_2020,tabula_muris,Trachea.endothelial_cell,1.37118761799e-09,8.41293165829e-09,0.435264844002
SCZ_PGC3_2020,tabula_muris,Kidney.macrophage,1.44625677128e-09,1.1697960181700001e-08,0.450802834555
SCZ_PGC3_2020,tabula_muris,Heart.endocardial_cell,9.36374561587e-10,9.50888676617e-09,0.46077810667499997
SCZ_PGC3_2020,tabula_muris,Trachea.blood_cell,8.195067490569999e-10,9.057931579200001e-09,0.46395530133999996
SCZ_PGC3_2020,tabula_muris,Marrow.precursor_B_cell,3.6373233281400003e-10,7.63082016185e-09,0.480991129045
SCZ_PGC3_2020,tabula_muris,Marrow.granulocyte,3.6327367926599997e-10,9.246001914309999e-09,0.484329664497
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.lymphocyte,4.93598102645e-10,1.49411759147e-08,0.486822901961
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.T_cell,-4.4825420588499996e-10,1.3369437484200001e-08,0.513373341718
SCZ_PGC3_2020,tabula_muris,Marrow.monocyte,-3.83173502499e-10,9.07262205037e-09,0.5168439374930001
SCZ_PGC3_2020,tabula_muris,Lung.myeloid_cell,-5.77927067883e-10,1.09770189274e-08,0.520994139991
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.skeletal_muscle_satellite_stem_cell,-7.740007463200001e-10,9.53921190114e-09,0.532334237768
SCZ_PGC3_2020,tabula_muris,Limb_Muscle.endothelial_cell,-1.23057856503e-09,9.31641886607e-09,0.552542292523
SCZ_PGC3_2020,tabula_muris,Lung.T_cell,-2.01882892344e-09,1.4288138563799999e-08,0.556181173925
SCZ_PGC3_2020,tabula_muris,Thymus.leukocyte,-1.98827710282e-09,1.2834932439799999e-08,0.561554409191
SCZ_PGC3_2020,tabula_muris,Skin.keratinocyte_stem_cell,-1.0951893132999999e-09,6.7542710928599995e-09,0.56440521578
SCZ_PGC3_2020,tabula_muris,Marrow.granulocyte_monocyte_progenitor_cell,-1.6972994495299999e-09,9.73986608414e-09,0.569170659038
SCZ_PGC3_2020,tabula_muris,Heart.unknown_cell_type,-1.87750348012e-09,7.47210355361e-09,0.599196696374
SCZ_PGC3_2020,tabula_muris,Pancreas.endothelial_cell,-3.12119722874e-09,8.80719615844e-09,0.638477323464
SCZ_PGC3_2020,tabula_muris,Mammary_Gland.luminal_epithelial_cell_of_mammary_gland,-3.14360439754e-09,7.954983957250001e-09,0.653642832988
SCZ_PGC3_2020,tabula_muris,Fat.unknown_cell_type,-3.97051327862e-09,9.71134757002e-09,0.658676217125
SCZ_PGC3_2020,tabula_muris,Liver.endothelial_cell_of_hepatic_sinusoid,-3.73299966915e-09,7.46467792685e-09,0.6914936222210001
SCZ_PGC3_2020,tabula_muris,Spleen.T_cell,-5.11935720552e-09,1.02137270805e-08,0.691892983882
SCZ_PGC3_2020,tabula_muris,Lung.lung_endothelial_cell,-4.0548324861999996e-09,7.98402021783e-09,0.694227221571
SCZ_PGC3_2020,tabula_muris,Marrow.Slamf1-positive_multipotent_progenitor_cell,-4.09893382574e-09,7.848872908230001e-09,0.699245650388
SCZ_PGC3_2020,tabula_muris,Marrow.Slamf1-negative_multipotent_progenitor_cell,-4.44329674489e-09,7.853707939899998e-09,0.714220790844
SCZ_PGC3_2020,tabula_muris,Liver.B_cell,-6.6119654521300005e-09,1.12027434392e-08,0.722474893531
SCZ_PGC3_2020,tabula_muris,Fat.myeloid_cell,-4.97652758635e-09,8.19976177577e-09,0.7280450907780001
SCZ_PGC3_2020,tabula_muris,Lung.unknown_cell_type,-6.34863760789e-09,1.02989912259e-08,0.731195596055
SCZ_PGC3_2020,tabula_muris,Pancreas.pancreatic_stellate_cell,-5.69365521173e-09,8.76138201142e-09,0.742108062627
SCZ_PGC3_2020,tabula_muris,Lung.epithelial_cell_of_lung,-5.1828931015600004e-09,7.918197579889999e-09,0.7436227370999999
SCZ_PGC3_2020,tabula_muris,Bladder.bladder_cell,-4.09736172777e-09,6.1712501596100005e-09,0.7466367786779999
SCZ_PGC3_2020,tabula_muris,Kidney.kidney_collecting_duct_epithelial_cell,-5.92190491144e-09,8.78710339577e-09,0.7498225366339999
SCZ_PGC3_2020,tabula_muris,Brain_Myeloid.macrophage,-6.6162091974699994e-09,9.713837214480001e-09,0.7520996259909999
